Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Freq],[Location],[Nature],[Observation Status],[Reporting Type],[Severity of price levels],[Sex],[Type of product],[Units]
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2011.0,3.3,2010-2012,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2010-2012.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2012.0,3.1,2011-2013,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2011-2013.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2013.0,3.1,2012-2014,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2012-2014.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2014.0,3.0,2013-2015,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2013-2015.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2015.0,3.1,2014-2016,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2016.0,3.1,2015-2017,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2017.0,2.9,2016-2018,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2018.0,2.7,2017-2019,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2019.0,2.6,2018-2020,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020. Estimates are based on projected values.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),152.0,Chile,2020.0,2.6,2019-2021,,,,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021. Estimates are based on projected values.,,,,E,A,G,,,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2015.0,10.7,2014-2016,,13.6,7.7,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2015.0,14.9,2014-2016,,18.3,11.5,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2015.0,10.8,2014-2016,,11.4,10.1,,National Entity,,The observation represents the 3-year average of the period 2014-2016. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2016.0,12.2,2015-2017,,12.8,11.5,,National Entity,,The observation represents the 3-year average of the period 2015-2017. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2016.0,16.5,2015-2017,,19.8,13.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2016.0,13.0,2015-2017,,16.1,9.9,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2017.0,15.4,2016-2018,,18.7,12.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2017.0,18.7,2016-2018,,21.9,15.5,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2017.0,13.7,2016-2018,,14.3,13.0,,National Entity,,The observation represents the 3-year average of the period 2016-2018. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2018.0,15.3,2017-2019,,15.9,14.6,,National Entity,,The observation represents the 3-year average of the period 2017-2019. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2018.0,22.3,2017-2019,,25.4,19.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2018.0,17.5,2017-2019,,20.7,14.3,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2019.0,17.3,2018-2020,,18.1,16.6,,National Entity,,The observation represents the 3-year average of the period 2018-2020. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2019.0,22.5,2018-2020,,25.7,19.3,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2019.0,19.5,2018-2020,,22.9,16.0,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2020.0,20.6,2019-2021,,23.6,17.6,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2020.0,17.4,2019-2021,,18.6,16.1,,National Entity,,The observation represents the 3-year average of the period 2019-2021. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity (%),152.0,Chile,2020.0,17.5,2019-2021,,21.0,14.1,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2015.0,1088.5,2014-2016,,1338.3,838.6,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2015.0,1935.7,2014-2016,,2051.1,1820.3,,National Entity,,The observation represents the 3-year average of the period 2014-2016. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2015.0,742.8,2014-2016,,948.9,536.8,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2016.0,2214.2,2015-2017,,2331.2,2097.3,,National Entity,,The observation represents the 3-year average of the period 2015-2017. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2016.0,920.4,2015-2017,,1139.5,701.4,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2016.0,1227.0,2015-2017,,1473.4,980.7,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2017.0,1413.8,2016-2018,,1654.9,1172.6,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2017.0,2521.9,2016-2018,,2640.6,2403.3,,National Entity,,The observation represents the 3-year average of the period 2016-2018. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2017.0,1114.0,2016-2018,,1347.1,880.9,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2018.0,2858.3,2017-2019,,2978.5,2738.0,,National Entity,,The observation represents the 3-year average of the period 2017-2019. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2018.0,1710.1,2017-2019,,1949.6,1470.7,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2018.0,1284.6,2017-2019,,1521.9,1047.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2019.0,1750.7,2018-2020,,1999.5,1501.8,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2019.0,3280.1,2018-2020,,3418.4,3141.9,,National Entity,,The observation represents the 3-year average of the period 2018-2020. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2019.0,1451.4,2018-2020,,1710.7,1192.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2020.0,3315.3,2019-2021,,3548.5,3082.2,,National Entity,,The observation represents the 3-year average of the period 2019-2021. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2020.0,1621.3,2019-2021,,1860.3,1382.3,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESMSN,Number of moderately or severely food insecure people (thousands of people),152.0,Chile,2020.0,1323.8,2019-2021,,1583.7,1063.9,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2015.0,2.9,2014-2016,,3.2,2.6,,National Entity,,The observation represents the 3-year average of the period 2014-2016. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2015.0,4.2,2014-2016,,5.7,2.7,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2015.0,3.0,2014-2016,,4.5,1.6,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2016.0,4.6,2015-2017,,6.1,3.0,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2016.0,3.1,2015-2017,,3.4,2.8,,National Entity,,The observation represents the 3-year average of the period 2015-2017. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2016.0,3.7,2015-2017,,5.2,2.1,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2017.0,3.4,2016-2018,,3.7,3.1,,National Entity,,The observation represents the 3-year average of the period 2016-2018. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2017.0,4.3,2016-2018,,5.9,2.8,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2017.0,4.9,2016-2018,,6.5,3.4,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2018.0,5.7,2017-2019,,7.2,4.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2018.0,3.6,2017-2019,,3.9,3.3,,National Entity,,The observation represents the 3-year average of the period 2017-2019. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2018.0,4.8,2017-2019,,6.3,3.3,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2019.0,5.2,2018-2020,,6.8,3.6,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2019.0,5.7,2018-2020,,7.2,4.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2019.0,3.6,2018-2020,,3.9,3.3,,National Entity,,The observation represents the 3-year average of the period 2018-2020. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2020.0,3.8,2019-2021,,4.3,3.2,,National Entity,,The observation represents the 3-year average of the period 2019-2021. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2020.0,5.3,2019-2021,,6.8,3.8,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,FEMALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESS,Prevalence of severe food insecurity (%),152.0,Chile,2020.0,4.6,2019-2021,,6.2,2.9,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,MALE,,PERCENT
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2015.0,523.4,2014-2016,,576.3,470.6,,National Entity,,The observation represents the 3-year average of the period 2014-2016. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2015.0,310.1,2014-2016,,419.9,200.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2015.0,210.7,2014-2016,,311.7,109.7,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2014-2016.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2016.0,338.7,2015-2017,,453.6,223.8,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2016.0,259.0,2015-2017,,370.0,148.1,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2015-2017.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2016.0,572.2,2015-2017,,625.9,518.5,,National Entity,,The observation represents the 3-year average of the period 2015-2017. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2017.0,624.7,2016-2018,,679.3,570.1,,National Entity,,The observation represents the 3-year average of the period 2016-2018. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2017.0,372.5,2016-2018,,487.6,257.4,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2017.0,312.3,2016-2018,,425.8,198.8,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2016-2018.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2018.0,353.7,2017-2019,,463.5,243.9,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2018.0,437.1,2017-2019,,552.2,321.9,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2017-2019.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2018.0,680.4,2017-2019,,736.0,624.9,,National Entity,,The observation represents the 3-year average of the period 2017-2019. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2019.0,682.6,2018-2020,,745.5,619.7,,National Entity,,The observation represents the 3-year average of the period 2018-2020. For years when official national data are not available the values are projected using FAO data or estimates.,ALLAGE,,,CA,A,G,,BOTHSEX,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2019.0,440.9,2018-2020,,558.7,323.2,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2019.0,386.3,2018-2020,,505.1,267.5,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2018-2020.,15+,,,G,A,G,,MALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2020.0,419.1,2019-2021,,535.3,302.9,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,FEMALE,,NUM_TH
2.0,2.1,2.1.2,AG_PRD_FIESSN,Number of severely food insecure people (thousands of people),152.0,Chile,2020.0,344.0,2019-2021,,467.4,220.6,,Food and Agriculture Organization of the United Nations (FAO),,The observation represents the 3-year average of the period 2019-2021.,15+,,,G,A,G,,MALE,,NUM_TH
