Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Education level],[Freq],[Location],[Nature],[Quantile],[Reporting Type],[Sex],[Type of skill],[Units]
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2011.0,22.95263,2011,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,BOTHSEX,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2011.0,21.05141,2011,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,FEMALE,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2011.0,25.09776,2011,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,MALE,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2012.0,66.98466,2012,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,BOTHSEX,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2012.0,72.83,2012,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,FEMALE,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2012.0,60.76,2012,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,MALE,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2013.0,84.7,2013,,,,,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE). Students achieving at least proficiency Level 2. Grade 3; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,GRAD23,,,C,,G,BOTHSEX,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2013.0,44.3,2013,,,,,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE). Students achieving at least proficiency Level 3. Grade 6; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,PRIMAR,,,C,,G,BOTHSEX,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2013.0,58.4,2013,,,,,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE). Students achieving at least proficiency Level 3. Grade 6; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,PRIMAR,,,C,,G,BOTHSEX,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2013.0,90.1,2013,,,,,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE). Students achieving at least proficiency Level 2. Grade 3; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,GRAD23,,,C,,G,BOTHSEX,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2015.0,23.61255,2015,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,FEMALE,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2015.0,71.61539,2015,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,BOTHSEX,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2015.0,27.89217,2015,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,BOTHSEX,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2015.0,32.02437,2015,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,MALE,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2015.0,74.28334,2015,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,FEMALE,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2015.0,68.9751,2015,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,MALE,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2018.0,68.27905,2018,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,BOTHSEX,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2018.0,73.16235,2018,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,FEMALE,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2018.0,63.51792,2018,,,,,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,MALE,SKILL_READ,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2019.0,32.50882,2019,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,BOTHSEX,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2019.0,30.54965,2019,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,FEMALE,SKILL_MATH,PERCENT
4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),152.0,Chile,2019.0,34.57214,2019,,,,,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. TIMSS over PISA was chosen by the country. Grade 8; UNESCO Institute for Statistics.  Data extracted on 27 April 2023.,,,,LOWSEC,,,C,,G,MALE,SKILL_MATH,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,96.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,ALLAREA,C,_T,G,FEMALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,97.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,URBAN,C,_T,G,FEMALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,96.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,URBAN,C,_T,G,BOTHSEX,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,90.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,RURAL,C,Q5,G,BOTHSEX,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,85.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,RURAL,C,Q5,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,90.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,URBAN,C,Q1,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,94.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,URBAN,C,Q1,G,FEMALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,96.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,URBAN,C,Q2,G,FEMALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,96.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,URBAN,C,Q2,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,96.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,URBAN,C,Q2,G,BOTHSEX,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,98.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,ALLAREA,C,Q4,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,94.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,ALLAREA,C,Q2,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,95.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,ALLAREA,C,Q2,G,FEMALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,94.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,ALLAREA,C,_T,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,90.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,PRIMAR,,ALLAREA,C,Q1,G,BOTHSEX,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,81.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,LOWSEC,,RURAL,C,Q3,G,BOTHSEX,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,78.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,LOWSEC,,RURAL,C,Q2,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,79.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,LOWSEC,,RURAL,C,Q3,G,MALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,82.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,LOWSEC,,RURAL,C,Q3,G,FEMALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,71.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,UPPSEC,,URBAN,C,_T,G,FEMALE,,PERCENT
4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",152.0,Chile,2000.0,44.0,2000,,,,,"ECLAC based on Encuesta de Caracterizacion Socioeconomica Nacional - CASEN, Nacional, Nov. - dic. Data extracted on 24 February 2023.",,,,UPPSEC,,URBAN,C,Q1,G,BOTHSEX,,PERCENT
