Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Activity],[Age],[Freq],[Location],[Mode of transportation],[Nature],[Observation Status],[Reporting Type],[Sex],[Type of mobile technology],[Units]
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2005.0,223.87,2005.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2006.0,237.8,2006.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2007.0,247.91,2007.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2008.0,252.57,2008.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2009.0,260.23,2009.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2010.0,262.47,2010.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2011.0,267.59,2011.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2012.0,275.69,2012.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2013.0,287.74,2013.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2014.0,294.58,2014.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2015.0,303.25,2015.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2016.0,317.07,2016.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2017.0,322.55,2017.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2018.0,335.31,2018.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2019.0,341.02,2019.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2020.0,309.59,2020.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2021.0,317.88,2021.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),68.0,Bolivia (Plurinational State of),2022.0,324.04,2022.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,E,A,G,,,CON_USD
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2000.0,10.1,2000.0,,,,,LFS - Continuous Employment Survey,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2001.0,9.2,2001.0,,,,,LFS - Continuous Employment Survey,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2002.0,11.17,2002.0,,,,,LFS - Continuous Employment Survey,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2003.0,11.21,2003.0,,,,,HIES - Household Survey,,,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2004.0,11.21,2004.0,,,,,LFS - Continuous Employment Survey,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2005.0,10.93,2005.0,,,,,LFS - Continuous Employment Survey,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2006.0,10.5,2006.0,,,,,LFS - Continuous Employment Survey,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2007.0,11.02,2007.0,,,,,LFS - Continuous Employment Survey,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2008.0,11.31,2008.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2009.0,11.67,2009.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2011.0,7.23,2011.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2012.0,7.04,2012.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2013.0,6.85,2013.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2014.0,9.41,2014.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2015.0,8.62,2015.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2016.0,9.94,2016.0,,,,,LFS - Continuous Employment Survey,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2017.0,9.87,2017.0,,,,,LFS - Continuous Employment Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2018.0,10.01,2018.0,,,,,LFS - Continuous Employment Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2019.0,11.22,2019.0,,,,,LFS - Continuous Employment Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2020.0,8.76,2020.0,,,,,HIES - Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),68.0,Bolivia (Plurinational State of),2021.0,11.43,2021.0,,,,,LFS - Continuous Employment Survey,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2000.0,10.42,2000.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2001.0,10.52,2001.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2002.0,10.29,2002.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2003.0,10.4,2003.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2004.0,10.54,2004.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2005.0,10.4,2005.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2006.0,10.73,2006.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2007.0,10.88,2007.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2008.0,10.63,2008.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2009.0,10.78,2009.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2010.0,10.62,2010.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2011.0,10.47,2011.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2012.0,10.43,2012.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2013.0,10.36,2013.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2014.0,10.22,2014.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2015.0,10.19,2015.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2016.0,10.38,2016.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2017.0,10.29,2017.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2018.0,10.42,2018.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2019.0,10.52,2019.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2020.0,10.6,2020.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2021.0,10.38,2021.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2022.0,10.38,2022.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,E,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2000.0,13.24,2000.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2001.0,13.34,2001.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2002.0,13.04,2002.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2003.0,12.78,2003.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2004.0,12.51,2004.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2005.0,11.63,2005.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2006.0,11.33,2006.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2007.0,11.41,2007.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2008.0,11.17,2008.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2009.0,11.62,2009.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2010.0,11.27,2010.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2011.0,10.34,2011.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2012.0,10.21,2012.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2013.0,9.93,2013.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2014.0,9.74,2014.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),68.0,Bolivia (Plurinational State of),2015.0,10.19,2015.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
