Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Location],[Nature],[Reporting Type],[Type of renewable technology],[Units]
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2003.0,>95,2003.0,,>95,93.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2003.0,76,2003.0,,92,59.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2004.0,>95,2004.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2004.0,91,2004.0,,>95,79.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2004.0,77,2004.0,,92,60.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2005.0,92,2005.0,,>95,79.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2005.0,78,2005.0,,93,61.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2005.0,>95,2005.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2006.0,>95,2006.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2006.0,80,2006.0,,94,63.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2006.0,92,2006.0,,>95,80.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2007.0,>95,2007.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2007.0,93,2007.0,,>95,81.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2007.0,81,2007.0,,94,64.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2008.0,93,2008.0,,>95,82.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2008.0,82,2008.0,,94,66.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2008.0,>95,2008.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2009.0,93,2009.0,,>95,82.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2009.0,82,2009.0,,94,66.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2009.0,>95,2009.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2010.0,83,2010.0,,95,67.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2010.0,94,2010.0,,>95,82.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2010.0,>95,2010.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2011.0,84,2011.0,,95,67.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2011.0,>95,2011.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2011.0,94,2011.0,,>95,82.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2012.0,94,2012.0,,>95,82.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2012.0,84,2012.0,,>95,67.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2012.0,>95,2012.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2013.0,>95,2013.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2013.0,94,2013.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2013.0,84,2013.0,,>95,68.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2014.0,94,2014.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2014.0,85,2014.0,,>95,68.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2014.0,>95,2014.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2015.0,94,2015.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2015.0,>95,2015.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2015.0,85,2015.0,,>95,68.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2016.0,>95,2016.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2016.0,94,2016.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2016.0,85,2016.0,,>95,69.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2017.0,>95,2017.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2017.0,94,2017.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2017.0,86,2017.0,,>95,69.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2018.0,95,2018.0,,>95,84.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2018.0,86,2018.0,,>95,69.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2018.0,>95,2018.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2019.0,94,2019.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2019.0,86,2019.0,,>95,69.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2019.0,>95,2019.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2020.0,95,2020.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2020.0,86,2020.0,,>95,69.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2020.0,>95,2020.0,,>95,94.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2021.0,95,2021.0,,>95,83.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,ALLAREA,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2021.0,>95,2021.0,,>95,93.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,URBAN,E,G,,PERCENT
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2021.0,86,2021.0,,>95,67.0,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,RURAL,E,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2000.0,93.7,2000.0,,,,,World Bank,,,ALLAREA,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2000.0,85.4,2000.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2000.0,99.2,2000.0,,,,,World Bank,,,URBAN,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2001.0,99.2,2001.0,,,,,World Bank,,,URBAN,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2001.0,85.9,2001.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2001.0,94.0,2001.0,,,,,World Bank,,,ALLAREA,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2002.0,86.5,2002.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2002.0,99.1,2002.0,,,,,World Bank,,,URBAN,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2002.0,94.2,2002.0,,,,,World Bank,,,ALLAREA,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2003.0,95.0,2003.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2003.0,99.3,2003.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2003.0,88.1,2003.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2004.0,94.8,2004.0,,,,,World Bank,,,ALLAREA,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2004.0,99.1,2004.0,,,,,World Bank,,,URBAN,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2004.0,87.8,2004.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2005.0,99.7,2005.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2005.0,95.8,2005.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2005.0,89.6,2005.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2006.0,96.3,2006.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2006.0,99.5,2006.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2006.0,91.1,2006.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2007.0,92.2,2007.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2007.0,99.6,2007.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2007.0,96.8,2007.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2008.0,97.2,2008.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2008.0,99.6,2008.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2008.0,93.3,2008.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2009.0,92.3,2009.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2009.0,96.5,2009.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2009.0,99.0,2009.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2010.0,97.5,2010.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2010.0,99.7,2010.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2010.0,93.7,2010.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2011.0,99.8,2011.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2011.0,96.9,2011.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2011.0,91.9,2011.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2012.0,97.2,2012.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2012.0,99.6,2012.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2012.0,93.1,2012.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2013.0,95.4,2013.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2013.0,99.5,2013.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2013.0,98.0,2013.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2014.0,99.0,2014.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2014.0,99.8,2014.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2014.0,97.5,2014.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2015.0,97.0,2015.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2015.0,99.9,2015.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2015.0,98.8,2015.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2016.0,98.7,2016.0,,,,,World Bank,,,ALLAREA,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2016.0,99.8,2016.0,,,,,World Bank,,,URBAN,C,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2016.0,96.8,2016.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2017.0,97.8,2017.0,,,,,World Bank,,,RURAL,M,G,,PERCENT
