Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Counterpart],[Disability status],[Fiscal intervention stage],[Freq],[Grounds of discrimination],[Location],[Migratory status],[Name of international institution],[Nature],[Observation Status],[Policy Domains],[Quantile],[Reporting Type],[Sex],[Type of product],[Units]
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2008.0,21.4,2008,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2009.0,20.0,2009,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2010.0,20.1,2010,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2011.0,19.6,2011,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2012.0,21.2,2012,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2013.0,19.6,2013,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2014.0,18.7,2014,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2015.0,19.0,2015,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2016.0,18.5,2016,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2017.0,19.1,2017,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2018.0,19.3,2018,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2019.0,20.3,2019,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2020.0,20.1,2020,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2021.0,18.4,2021,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2004.0,44.3,2004,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2005.0,44.7,2005,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2006.0,45.3,2006,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2007.0,45.6,2007,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2008.0,44.2,2008,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2009.0,49.2,2009,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2010.0,47.8,2010,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2011.0,48.7,2011,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2012.0,50.8,2012,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2013.0,51.8,2013,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2014.0,51.2,2014,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2015.0,53.1,2015,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2016.0,52.9,2016,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2017.0,53.0,2017,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2018.0,54.8,2018,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2019.0,55.1,2019,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),218.0,Ecuador,2020.0,55.7,2020,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2003.0,9.49739951360216,2003,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2004.0,7.18269460394702,2004,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2005.0,5.42825970869696,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2006.0,3.97924631399133,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2007.0,3.68605344703235,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2008.0,3.43915305297009,2008,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2009.0,4.04080346885419,2009,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2010.0,3.31543893494616,2010,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2011.0,3.14792243397947,2011,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2012.0,3.69366388156466,2012,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2013.0,3.5337134374163,2013,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2014.0,3.57552475175554,2014,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2015.0,4.39684942676597,2015,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2016.0,3.96281179223158,2016,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2017.0,3.30948193981056,2017,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2018.0,2.94923401923922,2018,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2019.0,3.15128362975838,2019,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2020.0,3.59590631182689,2020,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),218.0,Ecuador,2021.0,3.72753083067413,2021,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2003.0,2.29291044522002,2003,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2004.0,2.61348680975972,2004,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2005.0,2.85318720006617,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2006.0,3.14730847072596,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2007.0,3.05089379558732,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2008.0,2.43875104906224,2008,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2009.0,2.02284648801558,2009,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2010.0,2.08255231623492,2010,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2011.0,2.38324947779464,2011,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2012.0,1.8871825665623,2012,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2013.0,1.53354944674347,2013,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2014.0,1.83077299583131,2014,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2015.0,1.58360809628199,2015,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2016.0,1.37975963737494,2016,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2017.0,1.84314367860424,2017,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2018.0,2.38932954124391,2018,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2019.0,1.99734578768598,2019,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2020.0,0.710670153475676,2020,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),218.0,Ecuador,2021.0,0.682870357431176,2021,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2003.0,11.1368319737237,2003,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2004.0,10.6508759339031,2004,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2005.0,10.6061629754371,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2006.0,10.5122870241772,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2007.0,11.7860758383678,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2008.0,12.613661031724,2008,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2009.0,12.5949095429662,2009,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2010.0,12.4309074825758,2010,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2011.0,12.0392476435812,2011,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2012.0,11.9382231731097,2012,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2013.0,12.3092064569271,2013,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2014.0,12.2451141965134,2014,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2015.0,13.0404516611354,2015,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2016.0,11.8708740707555,2016,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2017.0,11.6634300716691,2017,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2018.0,11.7769971865356,2018,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2019.0,11.9147627822343,2019,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2020.0,11.9593666528017,2020,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2021.0,11.6143164933212,2021,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2003.0,-6.09377550391352,2003,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2004.0,-4.79398040518026,2004,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2005.0,-9.2407490896207,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2006.0,-11.9976285066608,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2007.0,-10.7106254987566,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2008.0,-10.1278207515114,2008,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2009.0,-10.5311877128873,2009,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2010.0,-11.0389699711845,2010,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2011.0,-12.4235888286272,2011,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2012.0,-11.8952922574724,2012,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2013.0,-12.3561914218573,2013,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2014.0,-12.9192218993206,2014,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2015.0,-11.0744358094515,2015,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2016.0,-12.9389484180991,2016,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2017.0,-15.4435969593505,2017,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2018.0,-15.8329275962554,2018,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2019.0,-15.8331788318063,2019,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2020.0,-22.3225396591998,2020,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2021.0,-25.3733120208141,2021,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKRTC,Regulatory Tier 1 capital to risk-weighted assets (%),218.0,Ecuador,2003.0,15.0479317996356,2003,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKRTC,Regulatory Tier 1 capital to risk-weighted assets (%),218.0,Ecuador,2004.0,14.444454843531,2004,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKRTC,Regulatory Tier 1 capital to risk-weighted assets (%),218.0,Ecuador,2005.0,14.2191611536655,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKRTC,Regulatory Tier 1 capital to risk-weighted assets (%),218.0,Ecuador,2006.0,13.7624128263051,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKRTC,Regulatory Tier 1 capital to risk-weighted assets (%),218.0,Ecuador,2007.0,16.3919977960018,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
