Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Cause of death],[Disability status],[Education level],[Freq],[Grounds of discrimination],[Illicit Financial Flows],[Location],[Name of international institution],[Nature],[Observation Status],[Parliamentary committees],[Population Group],[Quantile],[Reporting Type],[Service Attribute],[Sex],[Type of occupation],[Units]
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2016.0,7.82,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2016.0,12.0,2016,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2016.0,3.18,2016,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2017.0,11.49,2017,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2017.0,7.87,2017,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2017.0,3.21,2017,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2018.0,11.94,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2018.0,7.61,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2018.0,3.27,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2019.0,2.86,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2019.0,11.57,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2019.0,7.27,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2020.0,5.71,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2020.0,9.19,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",604.0,Peru,2020.0,2.14,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2011.0,1617.0,2011,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2011.0,1330.0,2011,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2011.0,277.0,2011,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2012.0,1633.0,2012,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2012.0,1968.0,2012,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2012.0,314.0,2012,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2013.0,309.0,2013,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2013.0,2013.0,2013,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2013.0,1693.0,2013,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2014.0,1713.0,2014,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2014.0,2076.0,2014,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2014.0,342.0,2014,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2015.0,1807.0,2015,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2015.0,400.0,2015,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2015.0,2247.0,2015,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2016.0,2435.0,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2016.0,500.0,2016,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2016.0,1851.0,2016,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2017.0,1800.0,2017,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2017.0,511.0,2017,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2017.0,2487.0,2017,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2018.0,531.0,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2018.0,1906.0,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2018.0,2452.0,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2019.0,473.0,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2019.0,1883.0,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2019.0,2385.0,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2020.0,1517.0,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2020.0,359.0,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",604.0,Peru,2020.0,1903.0,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2011.0,12.6,2011,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-49,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2012.0,12.1,2012,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-50,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2013.0,11.5,2013,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-51,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2014.0,11.9,2014,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-52,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2015.0,10.9,2015,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-53,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2016.0,10.2,2016,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-54,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2017.0,10.0,2017,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-55,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2018.0,10.3,2018,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-56,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2019.0,9.2,2019,,,,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),,Source: ENDES.Women aged 15-57,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2020.0,8.3,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",604.0,Peru,2021.0,6.9,2021,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2010.0,24.2,2010,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2010.0,21.6,2010,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2010.0,21.4,2010,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2011.0,23.4,2011,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2011.0,23.4,2011,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2011.0,23.5,2011,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2012.0,21.4,2012,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2012.0,21.2,2012,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2012.0,21.3,2012,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",604.0,Peru,2013.0,22.1,2013,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
