Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Activity],[Age],[Freq],[Location],[Mode of transportation],[Nature],[Observation Status],[Reporting Type],[Sex],[Type of mobile technology],[Units]
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2003.0,1210.46,2003.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2004.0,1299.58,2004.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2005.0,1481.82,2005.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2006.0,1550.73,2006.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2007.0,1676.29,2007.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2008.0,1808.62,2008.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2009.0,1898.85,2009.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2010.0,1942.49,2010.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2011.0,1951.47,2011.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2012.0,1846.27,2012.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2013.0,1840.09,2013.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2014.0,1887.82,2014.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2015.0,1949.69,2015.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2016.0,1933.62,2016.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2017.0,1848.43,2017.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2018.0,1952.77,2018.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2019.0,1879.98,2019.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2020.0,1764.45,2020.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2021.0,1863.14,2021.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,CON_USD
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),858.0,Uruguay,2022.0,1918.23,2022.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,E,A,G,,,CON_USD
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2000.0,14.78,2000.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2001.0,14.48,2001.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2002.0,13.52,2002.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2003.0,13.69,2003.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2004.0,14.03,2004.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2005.0,14.32,2005.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2006.0,13.73,2006.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2007.0,13.95,2007.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2008.0,13.35,2008.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2009.0,13.12,2009.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2010.0,13.04,2010.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2011.0,12.2,2011.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2012.0,11.88,2012.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2013.0,11.94,2013.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2014.0,11.55,2014.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2015.0,11.07,2015.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2016.0,11.26,2016.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2017.0,10.72,2017.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2018.0,10.41,2018.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2019.0,10.26,2019.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2020.0,10.21,2020.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),858.0,Uruguay,2021.0,10.02,2021.0,,,,,LFS - Continous Household Survey,,Repository: ILO-STATISTICS - Micro data processing,ISIC4_C,,,,,C,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2000.0,12.98,2000.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2001.0,12.58,2001.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2002.0,12.86,2002.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2003.0,13.38,2003.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2004.0,13.7,2004.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2005.0,14.55,2005.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2006.0,14.65,2006.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2007.0,14.89,2007.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2008.0,15.03,2008.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2009.0,15.17,2009.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2010.0,14.43,2010.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2011.0,13.63,2011.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2012.0,12.32,2012.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2013.0,11.61,2013.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2014.0,11.42,2014.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2015.0,11.62,2015.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2016.0,11.22,2016.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2017.0,10.58,2017.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2018.0,11.14,2018.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2019.0,10.69,2019.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2020.0,10.69,2020.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2021.0,10.8,2021.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),858.0,Uruguay,2022.0,10.59,2022.0,,,,2015.0,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,E,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2000.0,12.52,2000.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2001.0,12.67,2001.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2002.0,13.08,2002.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2003.0,14.87,2003.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2004.0,14.9,2004.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2005.0,14.85,2005.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2006.0,14.54,2006.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2007.0,13.74,2007.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2008.0,14.95,2008.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2009.0,14.82,2009.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2010.0,13.53,2010.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2011.0,12.41,2011.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2012.0,11.55,2012.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2013.0,10.42,2013.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2014.0,10.94,2014.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
9.0,9.2,9.2.1,NV_IND_MANF_CD,Manufacturing value added (current United States dollars) as a proportion of GDP (%),858.0,Uruguay,2015.0,11.62,2015.0,,,,,UNIDO National Accounts Database. Available at https://stat.unido.org,,,ISIC4_C,,,,,CA,A,G,,,PERCENT
