Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Counterpart],[Disability status],[Fiscal intervention stage],[Freq],[Grounds of discrimination],[Location],[Migratory status],[Name of international institution],[Nature],[Observation Status],[Policy Domains],[Quantile],[Reporting Type],[Sex],[Type of product],[Units]
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,1996.0,22.5,1996,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPH. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,1997.0,24.3,1997,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPH. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,1998.0,23.0,1998,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPH. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,1999.0,22.8,1999,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPH. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2000.0,24.5,2000,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPH. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2001.0,26.1,2001,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPH. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2002.0,25.9,2002,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPH. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2003.0,24.5,2003,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2004.0,24.1,2004,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2005.0,23.6,2005,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2006.0,23.0,2006,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2007.0,23.2,2007,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2008.0,21.9,2008,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2009.0,22.1,2009,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2010.0,21.6,2010,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2011.0,20.7,2011,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2012.0,20.2,2012,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2013.0,20.2,2013,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2014.0,20.2,2014,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2016.0,20.7,2016,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2017.0,19.7,2017,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2018.0,20.2,2018,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2019.0,21.2,2019,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2020.0,21.2,2020,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),32.0,Argentina,2021.0,18.8,2021,,,,,World Bank's Poverty and Inequality Platform,,Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. ,,,,,,,,,,G,,,B50,G,,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,4.7,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,RELIGION,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,6.7,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,SEX,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,4.4,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,AGE,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,5.7,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,OTHER,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,1.8,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,DIS,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,3.3,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,ETHI,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,4.7,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,SOCIOECON,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,18.4,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,ALL,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.3,10.3.1,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",32.0,Argentina,2019.0,1.7,2019-2020,,,,,"National Statistical Office - Encuesta Nacional de Niñas, Niños y Adolescentes (MICS6)",,"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 12202 women. Discrimination grounds (8): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, income, other reason.",,,_T,,,SEXO,ALLAREA,,,C,A,,,G,FEMALE,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2004.0,38.7,2004,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2005.0,40.6,2005,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2006.0,41.5,2006,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2007.0,42.4,2007,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2008.0,45.9,2008,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2009.0,50.2,2009,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2010.0,49.3,2010,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2011.0,52.3,2011,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2012.0,57.0,2012,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2013.0,58.9,2013,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2014.0,59.8,2014,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2015.0,58.8,2015,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2016.0,59.6,2016,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2017.0,59.0,2017,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2018.0,55.9,2018,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2019.0,53.4,2019,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),32.0,Argentina,2020.0,53.6,2020,,,,,"ILO modelled estimates, Nov. 2022",,,,,,,,,,,,M,A,,,G,,,PERCENT
10.0,10.4,10.4.2,SI_DST_FISP,"Redistributive impact of fiscal policy, Gini index (%)",32.0,Argentina,2017.0,47.69346,2017,,,,,World Bank (Collection agencies specified in footnote),,Source: CEQ Institute. Based on data from: Encuesta Permanente de Hogares; contributory pensions are treated as deferred income; main welfare variable: income; per capita; it excludes imputed rent for owner-occupied housing; it excludes consumption from own-production.,,,,PREFIS_INC,,,,,,E,,,,G,,,PERCENT
10.0,10.4,10.4.2,SI_DST_FISP,"Redistributive impact of fiscal policy, Gini index (%)",32.0,Argentina,2017.0,41.81108,2017,,,,,World Bank (Collection agencies specified in footnote),,Source: CEQ Institute. Based on data from: Encuesta Permanente de Hogares; contributory pensions are treated as deferred income; main welfare variable: income; per capita; it excludes imputed rent for owner-occupied housing; it excludes consumption from own-production.,,,,POSTFIS_DIS_INC,,,,,,E,,,,G,,,PERCENT
10.0,10.4,10.4.2,SI_DST_FISP,"Redistributive impact of fiscal policy, Gini index (%)",32.0,Argentina,2017.0,40.84932,2017,,,,,World Bank (Collection agencies specified in footnote),,Source: CEQ Institute. Based on data from: Encuesta Permanente de Hogares; contributory pensions are treated as deferred income; main welfare variable: income; per capita; it excludes imputed rent for owner-occupied housing; it excludes consumption from own-production.,,,,POSTFIS_CON_INC,,,,,,E,,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2005.0,5.18084337444251,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2006.0,3.3907141955962,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2007.0,2.72684750122498,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2008.0,2.67920601141364,2008,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2009.0,2.98195821294241,2009,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2010.0,1.84399576317014,2010,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2011.0,1.22770795872113,2011,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2012.0,1.53673589612636,2012,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2013.0,1.53372870982538,2013,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2014.0,1.79255873857878,2014,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2015.0,1.57420132816491,2015,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2016.0,1.70027750562075,2016,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2017.0,1.73479928371252,2017,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2018.0,2.95778551361675,2018,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2019.0,5.7029147138395,2019,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2020.0,4.15006400338998,2020,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSANL,Non-performing loans to total gross loans (%),32.0,Argentina,2021.0,4.29211290587395,2021,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2005.0,1.14923219180131,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2006.0,2.15833793756615,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2007.0,1.86294747490182,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2008.0,1.99852711330242,2008,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2009.0,3.59386432593068,2009,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2010.0,3.97923071359062,2010,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2011.0,3.91239424151599,2011,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2012.0,4.34986902769433,2012,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2013.0,5.0381218838124,2013,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2014.0,6.10532099603734,2014,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2015.0,6.09400531352903,2015,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2016.0,5.34302896628666,2016,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2017.0,4.19845420837695,2017,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2018.0,5.38642731915779,2018,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2019.0,6.11958890311513,2019,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2020.0,3.4725758962784,2020,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSERA,Return on assets (%),32.0,Argentina,2021.0,1.77181947680227,2021,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),32.0,Argentina,2005.0,9.24977263724113,2005,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),32.0,Argentina,2006.0,8.81033399559022,2006,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),32.0,Argentina,2007.0,8.85835629974667,2007,,,,,IMF,,,,,,,,,,,,C,A,,,G,,,PERCENT
