Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Cause of death],[Disability status],[Education level],[Freq],[Grounds of discrimination],[Illicit Financial Flows],[Location],[Name of international institution],[Nature],[Observation Status],[Parliamentary committees],[Population Group],[Quantile],[Reporting Type],[Service Attribute],[Sex],[Type of occupation],[Units]
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2018.0,5.76,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2018.0,3.76,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2019.0,3.34,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2019.0,4.83,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2019.0,4.22,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2020.0,3.49,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2020.0,3.91,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2020.0,2.57,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2021.0,3.76,2021,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2021.0,3.49,2021,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",68.0,Bolivia (Plurinational State of),2021.0,2.91,2021,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PER_100000_POP
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2008.0,137.0,2008,,,,,Organization of American States (OAS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2008.0,691.0,2008,,,,,Organization of American States (OAS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2015.0,543.0,2015,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2015.0,334.0,2015,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2015.0,193.0,2015,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2016.0,218.0,2016,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2016.0,642.0,2016,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2016.0,397.0,2016,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2017.0,747.0,2017,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2017.0,481.0,2017,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2017.0,243.0,2017,,,,,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2018.0,574.0,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2018.0,217.0,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2018.0,336.0,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2019.0,286.0,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2019.0,196.0,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2019.0,497.0,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2020.0,417.0,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2020.0,234.0,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2020.0,153.0,2020,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2021.0,228.0,2021,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2021.0,175.0,2021,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,NUMBER
16.0,16.1,16.1.1,VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",68.0,Bolivia (Plurinational State of),2021.0,422.0,2021,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,NUMBER
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2016.0,5.1,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2016.0,4.9,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2016.0,5.5,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2017.0,4.6,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2017.0,4.0,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2017.0,5.1,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2018.0,4.2,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2018.0,3.9,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2018.0,3.7,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_PHYL,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2019.0,4.9,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2016.0,2.7,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2016.0,2.6,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2016.0,2.8,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2017.0,2.1,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2017.0,2.2,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2017.0,2.3,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2018.0,2.8,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2018.0,2.7,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2018.0,2.6,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.3,VC_VOV_ROBB,"Proportion of population subjected to robbery in the previous 12 months, by sex (%)",68.0,Bolivia (Plurinational State of),2019.0,1.7,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2016.0,49.3,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2016.0,51.3,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2016.0,47.5,2016,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2017.0,58.0,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2017.0,62.3,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2017.0,60.1,2017,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2018.0,57.8,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2018.0,59.8,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2018.0,55.9,2018,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2019.0,68.8,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,FEMALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2019.0,70.8,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,MALE,,PERCENT
16.0,16.1,16.1.4,VC_SNS_WALN_DRK,Proportion of population that feel safe walking alone around the area they live after dark (%),68.0,Bolivia (Plurinational State of),2019.0,69.8,2019,,,,,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,,,,,,,,,,,C,,,,,G,,BOTHSEX,,PERCENT
